# Curse Eater — staging cards (27 new rows)
# Class mechanic: Loaded Count tracks absorbed curses. Cards either feed it, spend it, or twist it.
# L1 Core (5 new — brings total to 12)
card_curse_eater_hand_that_takes	The Hand That Takes	Reach into an ally within range; one of their debuffs climbs up your arm and settles in your chest as a Loaded stack. Ally is cleansed.	utility_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""2"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_swallow_the_hex	Swallow the Hex	When an enemy curses an ally, step in and take the hit instead. Gain a Loaded stack and a beat of Guard.	reaction_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_black_breath	Black Breath	Exhale the curses you carry as a cone of sickness. Spend Loaded stacks; each stack Exposes an enemy in the line.	combat_card	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_iron_stomach	Iron Stomach	Passive. The first debuff applied to you each round is absorbed as a Loaded stack instead of taking hold.	passive	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_curse_eater_bitter_gift	Bitter Gift	Spit a Loaded stack back at the thing that birthed it. Spend 1 Loaded to apply that curse's debuff to an enemy.	control_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
# L2 Level-Up (2 new)
card_curse_eater_deeper_well	Deeper Well	Your ribs make room. Raise your Loaded stack cap; when you absorb at full, the overflow becomes Guard instead of being wasted.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_curse_eater_taste_for_it	A Taste For It	Passive upgrade. Once per turn, Absorb triggers twice — one curse for the count, one curse for the road.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
# L3 Purifier (4 new)
card_curse_eater_purifier_white_hands	White Hands	Press both palms to a stricken ally. Remove all debuffs from them; convert half into Loaded, burn the rest to nothing.	subclass_purifier	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_purifier_litany	Litany of the Unmade	Speak the names of what you've eaten. Allies within hearing gain Fortify against the next debuff that would touch them.	subclass_purifier	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_purifier_absolving_step	Absolving Step	Move to a cursed ally and trade places with their suffering. You finish adjacent, they finish cleansed, you finish Loaded.	subclass_purifier	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_purifier_saints_hunger	Saint's Hunger	Passive. When you cleanse an ally with any card, gain a beat of Regen. Mercy feeds you back.	subclass_purifier	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
# L3 Conduit (4 new)
card_curse_eater_conduit_lightning_rod	Lightning Rod	Plant your feet and open. For one round, enemy debuffs aimed at allies in your line route through you and exit as damage to the caster.	subclass_conduit	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_conduit_venom_palm	Venom Palm	Strike with an open hand. Spend 1 Loaded; target takes a hit and inherits the exact debuff you swallowed.	subclass_conduit	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""2"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_conduit_threaded_hex	Threaded Hex	Link two enemies with a filament of your Loaded count. For one round, debuffs applied to either are mirrored to the other.	subclass_conduit	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_conduit_channel_strike	Channel Strike	Passive. Your Loaded Strike empties one more stack than it should, and the overflow arcs to the nearest enemy as Bleed.	subclass_conduit	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
# L3 The Consumed (4 new)
card_curse_eater_the_consumed_bite_deeper	Bite Deeper	Force-feed yourself a curse from the field. Apply a random strong debuff to yourself and gain 2 Loaded stacks.	subclass_the_consumed	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_the_consumed_black_tongue	Black Tongue	Your mouth tastes like old iron. Passive: while you carry 3+ Loaded stacks, your melee hits apply Bleed.	subclass_the_consumed	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_curse_eater_the_consumed_feeding_frenzy	Feeding Frenzy	Ignore your own suffering. For one round, debuffs on you deal no ill effect; each one instead adds a Loaded stack at end of turn.	subclass_the_consumed	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_the_consumed_second_mouth	Second Mouth	Something grins beneath your skin. Spend HP to gain Loaded stacks at a one-to-one rate, up to your remaining cap.	subclass_the_consumed	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
# L5 Power (2 new — brings total to 3)
card_curse_eater_reliquary_of_ruin	Reliquary of Ruin	Open your chest like a book. All Loaded stacks leave you at once as a slow, ringing bell; every enemy in sight takes a hit per stack and every ally is cleansed.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_curse_eater_hunger_unchained	Hunger Unchained	Unlatch for one round. Every debuff applied anywhere on the field — ally or enemy — first feeds you a Loaded stack before it resolves.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
# L9 Purifier (2 new)
