# Flesh Shaper — staging cards
# L1 Core already has 16 rows in actions_READY.tsv and the L20 capstone (The Body Complete) exists.
# This staging file fills: 2x L2 level-up, 12x L3 subclass (4 per path), 2x L5 power, 6x L9 subclass power.

# ---------- L2 Level-Up (2) ----------
card_flesh_shaper_second_suture	Second Suture	When you mend an ally, the thread pulls through you too. The first heal you cast each turn also restores 3 + SIGNAL HP to you.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_read_the_wound	Read the Wound	Lay a palm on any creature you can see. Learn its three lowest stats and whether its wounds are flesh, frame, or soul. Its next defense against you drops by 2.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# ---------- L3 Subclass: The Mender (4) ----------
card_flesh_shaper_the_mender_stitch_the_unseamable	Stitch the Unseamable	Close a wound the body has already given up on. Remove one permanent injury, severed limb effect, or death-wound on an ally for the rest of the scene; they take 6 irrevocable HP from you to do it.	subclass_the_mender	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_mender_borrowed_pulse	Borrowed Pulse	Press your hand to an ally's sternum and give them one of your heartbeats. They gain Regen 4 and cannot drop below 1 HP until your next turn; you cannot regain HP this round.	subclass_the_mender	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_mender_field_triage	Field Triage	Kneel in the blood and work fast. Restore 5 + SIGNAL HP to every bleeding or critical ally within 15 feet and clear one Bleed from each.	subclass_the_mender	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_mender_promise_of_return	Promise of Return	Mark an ally with a sigil of your own blood. The next time they would die this scene, they instead collapse to 1 HP with Regen 3 and the sigil burns away.	subclass_the_mender	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# ---------- L3 Subclass: The Corruptor (4) ----------
card_flesh_shaper_the_corruptor_wrong_growth	Wrong Growth	Whisper to a wound and tell it what to become. Target bleeding creature within 20 feet: deal 6 + SIGNAL damage and add Bleed 2; each Bleed stack now also reduces its IRON by 1.	subclass_the_corruptor	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_corruptor_mutiny_of_meat	Mutiny of Meat	The target's own body turns on it. Organic enemy within 10 feet: Stagger and deal 4 + SIGNAL damage; the next attack that enemy makes also hits itself for half damage.	subclass_the_corruptor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_corruptor_rot_bloom	Rot Bloom	Plant a bloom of necrosis in a 10-foot zone. Creatures entering or starting their turn in it take 3 + SIGNAL damage and gain Bleed 1. Lasts 2 rounds.	subclass_the_corruptor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_corruptor_terror_sculpt	Terror Sculpt	You shape a visible, impossible wound on a target and let them watch it form. Apply Expose 4 and Fear; enemies adjacent to the target must spend 1 extra AP to target it this round (or flee).	subclass_the_corruptor	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# ---------- L3 Subclass: The Self Shaper (4) ----------
card_flesh_shaper_the_self_shaper_bone_blade	Bone Blade	Pull a spur of living bone from your forearm. For this scene, your basic attack deals +IRON damage and has reach 10 feet. You lose 4 HP when you draw it.	subclass_the_self_shaper	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_self_shaper_gills_and_gait	Gills and Gait	Grow a limb, a gill, a wing — whatever the moment demands. Until end of next turn, gain one: climb speed, swim speed, 10-foot leap, or darkvision. You may also ignore one difficult-terrain penalty.	subclass_the_self_shaper	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_self_shaper_cast_off_skin	Cast Off Skin	Shuck your current body like old clothes. Remove all debuffs and one wound on yourself; the discarded husk remains as difficult terrain in your space for 1 round.	subclass_the_self_shaper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_self_shaper_chitin_heart	Chitin Heart	Harden your core into plated shell. Gain Guard 6 + SIGNAL and resistance to Bleed until start of your next turn; while active, you cannot be healed by others.	subclass_the_self_shaper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# ---------- L5 Power (2 new; Flesh Surge already exists) ----------
card_flesh_shaper_crimson_architecture	Crimson Architecture	Reshape the battlefield through open wounds. Every bleeding creature within 30 feet: allies clear all Bleed and gain 10 + SIGNAL HP; enemies take 10 + SIGNAL damage and add Bleed 3.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_vow_of_shared_scars	Vow of Shared Scars	Cut your palm and press it to an ally's. For 3 rounds, half of any damage they take is dealt to you instead, and any HP either of you restores is split evenly between you both.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# ---------- L9 Subclass Power: The Mender (2) ----------
card_flesh_shaper_the_mender_last_thread	Last Thread	A fallen ally within 60 feet who died this scene sits up, whole. They return at half HP with Regen 5, but they owe a scar to you that the GM may call on once later.	subclass_power_the_mender	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_mender_garden_of_hands	Garden of Hands	Grow a ring of ghost-hands around you, each one a mender. For 3 rounds, each ally within 20 feet automatically gains 4 + SIGNAL HP and clears 1 Bleed at the start of their turn.	subclass_power_the_mender	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# ---------- L9 Subclass Power: The Corruptor (2) ----------
card_flesh_shaper_the_corruptor_unmake_the_weave	Unmake the Weave	Organic enemy within 30 feet unravels. Deal 20 + IRON damage; apply Bleed 5, Expose 5, and Stagger; on kill, the corpse detonates for half that damage in a 10-foot radius.	subclass_power_the_corruptor	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_flesh_shaper_the_corruptor_plague_sculptor	Plague Sculptor	Carve a disease into being and hand it to your enemies. Choose 3 enemies within 40 feet: each gains Bleed 2 and a custom debuff you name (GM approves); every time one of them acts, the debuff spreads to an adjacent enemy. Lasts 3 rounds.	subclass_power_the_corruptor	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# ---------- L9 Subclass Power: The Self Shaper (2) ----------
